,Spectrogram,Local file path_y,Pitch,Note,Octave
103,"[[-2.9726071e+02 -2.3997389e+02 -2.1507133e+02 ... -3.9269656e+02
  -2.7402451e+02 -2.1993379e+02]
 [ 1.5707812e+02  1.1503540e+02  6.8503098e+01 ...  1.0505371e+02
   2.0310526e+02  2.0698613e+02]
 [-2.6352133e+01 -3.6474072e+01 -3.6722672e+01 ... -3.0552198e+01
   1.3958234e+01  2.1871429e+01]
 ...
 [ 1.7041332e+00  5.0170660e-01  1.1860131e+00 ...  6.9325800e+00
   2.7559395e+00  3.4524698e+00]
 [ 1.1304855e-02  4.2313385e-01  1.4799500e+00 ...  2.6899242e+00
   4.7832012e-01  1.5508747e+00]
 [ 8.4847260e-01  9.4562531e-01  3.4175873e-02 ...  3.0699272e+00
   1.5533371e+00 -7.6928711e-01]]",Brass/Bass_Tuba/ordinario/BTb-ord-C#4-ff-N-T21u.wav,C#4,C#,4
104,"[[-2.7085654e+02 -2.2146658e+02 -2.1511156e+02 ... -3.2050446e+02
  -2.4150504e+02 -2.1028995e+02]
 [ 1.3365620e+02  9.5013977e+01  5.9046143e+01 ...  4.5451824e+01
   1.4130493e+02  1.6559146e+02]
 [-3.5069717e+01 -3.8099121e+01 -3.2870564e+01 ... -2.1544140e+01
   2.3042049e+01  2.2798340e+01]
 ...
 [ 3.2143431e+00  3.9198267e-01  2.7137489e+00 ...  1.7055702e-01
  -1.1479959e+00 -1.5850658e+00]
 [ 9.5119476e-03 -4.5211220e-01 -2.6022339e-01 ... -8.5765076e-01
  -7.6895046e-01 -1.2599669e+00]
 [-5.9979248e-01 -5.8444214e-01  2.9004002e+00 ... -3.4496307e-01
   7.6351166e-01  1.0048752e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-D4-ff-N-N.wav,D4,D,4
105,"[[-3.2287796e+02 -2.8768021e+02 -2.8027417e+02 ... -3.0085986e+02
  -2.1556293e+02 -1.7843251e+02]
 [ 1.6175018e+02  1.2300682e+02  8.6550934e+01 ...  5.9750198e+01
   1.4657971e+02  1.7200394e+02]
 [-1.8803345e+01 -3.1415657e+01 -3.9512840e+01 ... -3.5698956e+01
   1.2157731e+00 -1.4913988e+00]
 ...
 [ 2.2996559e+00  2.2275195e+00  9.1640091e-01 ...  3.1201482e+00
   2.1274471e+00  1.3497853e+00]
 [ 1.9072161e+00  2.5404587e+00  8.9734840e-01 ...  2.5357056e-01
   2.6578128e-01 -1.5913385e-01]
 [-2.1664429e-01  6.2584686e-01  1.8735886e+00 ... -5.1226635e+00
  -3.6997986e+00 -2.6527481e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-D#4-ff-N-N.wav,D#4,D#,4
106,"[[-2.83081543e+02 -2.43354630e+02 -2.44259293e+02 ... -4.55462830e+02
  -4.34068604e+02 -4.06563690e+02]
 [ 1.61234253e+02  1.21300873e+02  8.03347092e+01 ...  5.70595512e+01
   9.13298111e+01  1.11984436e+02]
 [-3.45868950e+01 -4.12845306e+01 -4.23985519e+01 ... -8.64072800e+00
   1.38349552e+01  1.60124340e+01]
 ...
 [ 4.03513432e-01  1.81265569e+00  6.40175343e-02 ... -3.37038517e-01
  -1.73031449e+00 -2.63958049e+00]
 [ 1.53254318e+00  1.23108101e+00 -1.95145988e+00 ...  2.28623962e+00
   9.84239578e-02 -8.69319916e-01]
 [-3.31719208e+00 -2.49410629e+00 -3.55683136e+00 ...  1.98031616e+00
   2.39183807e+00  2.12746048e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-E4-ff-N-N.wav,E4,E,4
107,"[[-2.8912976e+02 -2.5232333e+02 -2.5371935e+02 ... -4.9582190e+02
  -4.6536325e+02 -4.2827972e+02]
 [ 1.6242706e+02  1.2491530e+02  8.5900894e+01 ...  7.3390015e+01
   1.0142929e+02  1.2054167e+02]
 [-4.0544601e+01 -4.8614479e+01 -4.8273285e+01 ... -4.8961639e+00
  -6.4979100e+00 -1.5137489e+01]
 ...
 [-1.3977351e+00  7.1195507e-01 -6.2289238e-03 ... -1.1017365e+00
   1.3493013e-01  7.5568390e-01]
 [ 1.1005135e+00  3.8605042e+00  6.0280380e+00 ... -6.5438914e-01
   1.4899158e-01  5.7266378e-01]
 [ 1.5618591e+00  1.2862015e-01  4.1667557e-01 ... -2.6813927e+00
  -3.1016655e+00 -1.5306549e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-F4-ff-N-N.wav,F4,F,4
108,"[[-5.9085242e+02 -6.2425537e+02 -6.7350146e+02 ... -6.1796576e+02
  -6.1346527e+02 -6.2139771e+02]
 [ 1.6925552e+02  1.7176363e+02  1.6937701e+02 ...  2.1839218e+02
   2.2385660e+02  2.2594939e+02]
 [ 3.8417892e+01  4.5205837e+01  6.8284912e+01 ...  6.0728600e+01
   6.0596245e+01  6.3974468e+01]
 ...
 [-1.6171761e+00 -1.8955584e+00 -1.5357480e+00 ... -2.9861634e+00
  -5.3106022e-01  2.4513049e+00]
 [-1.6396961e+00 -7.6905060e-01 -6.1627579e-01 ... -4.9532261e+00
  -4.0789719e+00 -2.8380013e+00]
 [ 1.7057724e+00  5.9490967e-01 -7.2516632e-01 ... -2.7361984e+00
  -5.7337189e-01 -1.3629150e-01]]",Brass/Horn/ordinario/Hn-ord-A#1-pp-N-N.wav,A#1,A#,1
109,"[[-6.8564197e+02 -7.0923737e+02 -7.6429797e+02 ... -6.6381708e+02
  -6.5657043e+02 -6.5674982e+02]
 [ 1.6962070e+02  1.6342242e+02  1.2946426e+02 ...  2.2658401e+02
   2.3142006e+02  2.3527402e+02]
 [ 4.2137032e+01  5.0773060e+01  5.7788994e+01 ...  8.6706596e+01
   8.6963318e+01  8.6656662e+01]
 ...
 [-1.5028858e+00 -1.4596007e+00 -4.8734474e-01 ...  2.4178383e+00
   1.1898816e+00  4.0242858e+00]
 [ 6.3458633e-01  1.9709473e+00  5.7930183e-01 ... -6.6054535e-01
   6.0217667e-01  6.3756905e+00]
 [-2.3762283e+00 -1.9885788e+00  7.5782013e-01 ...  2.9818802e+00
   2.0261841e+00  5.5636063e+00]]",Brass/Horn/ordinario/Hn-ord-B1-pp-N-T15d.wav,B1,B,1
110,"[[-6.5188867e+02 -6.8785297e+02 -7.4728534e+02 ... -6.0031757e+02
  -5.9226819e+02 -5.8935913e+02]
 [ 1.8896030e+02  1.8295906e+02  1.6331506e+02 ...  2.2605666e+02
   2.3637143e+02  2.4395151e+02]
 [ 2.8715738e+01  4.0376663e+01  6.9839508e+01 ...  2.5549608e+01
   2.6579868e+01  2.8832323e+01]
 ...
 [-6.7914009e-02 -4.2452002e-01 -6.1260223e-02 ...  6.0559893e-01
   2.1451697e+00  1.3396077e+00]
 [-6.6364098e-01  3.5312080e-01  2.1503258e+00 ... -2.3269272e-01
   1.2837391e+00  1.3025265e+00]
 [-6.0562134e-02 -1.2073669e+00 -1.0196609e+00 ... -8.0570984e-01
  -3.6315155e-01  4.9324036e-02]]",Brass/Horn/ordinario/Hn-ord-C2-pp-N-N.wav,C2,C,2
111,"[[-6.3760577e+02 -6.6642651e+02 -7.0800836e+02 ... -6.0321655e+02
  -5.9404376e+02 -5.8925568e+02]
 [ 2.0104047e+02  1.9462785e+02  1.9339996e+02 ...  2.1574443e+02
   2.2483360e+02  2.3318521e+02]
 [ 3.5575455e+01  4.4499413e+01  6.5861168e+01 ...  4.5979309e+01
   4.6353867e+01  4.7901093e+01]
 ...
 [ 1.0099182e+00  5.8175850e-01 -1.2634292e+00 ... -3.9229028e+00
  -1.5266109e+00  9.9755901e-01]
 [-2.6845341e+00 -1.5682793e+00 -6.1103821e-02 ... -2.5770645e+00
  -3.2937489e+00 -3.5878468e+00]
 [ 1.8997192e-01  8.4365845e-02 -1.6818008e+00 ...  2.5319824e+00
   2.7288513e+00 -7.3647308e-01]]",Brass/Horn/ordinario/Hn-ord-C#2-pp-N-N.wav,C#2,C#,2
112,"[[-6.21779724e+02 -6.66668823e+02 -7.56104797e+02 ... -6.36444458e+02
  -6.19642151e+02 -6.09302856e+02]
 [ 1.74345627e+02  1.72753326e+02  1.57439514e+02 ...  2.12933594e+02
   2.28876755e+02  2.37467834e+02]
 [ 2.38768692e+01  3.58578644e+01  7.92483673e+01 ...  3.50844498e+01
   3.80593109e+01  3.81192970e+01]
 ...
 [ 1.64141941e+00  1.31275415e+00 -1.01058388e+00 ...  2.41961670e+00
   2.35464334e+00  1.69539523e+00]
 [-1.06573105e-01  2.62180519e+00  8.33774567e-01 ...  3.08697510e+00
   3.22622299e-01  1.28340530e+00]
 [ 1.64181519e+00  1.14151001e+00  1.11974335e+00 ... -2.09191132e+00
  -2.63917542e+00 -1.19672394e+00]]",Brass/Horn/ordinario/Hn-ord-D2-pp-N-N.wav,D2,D,2
113,"[[-6.1863745e+02 -6.6286829e+02 -7.4347443e+02 ... -6.3172327e+02
  -6.1838550e+02 -6.0694977e+02]
 [ 1.7488748e+02  1.7367075e+02  1.5784563e+02 ...  2.1090591e+02
   2.2248877e+02  2.3142078e+02]
 [ 1.9211250e+01  3.0419476e+01  7.4799088e+01 ...  2.4474480e+01
   3.1430340e+01  3.1609756e+01]
 ...
 [ 8.4378910e-01  1.0802350e+00  5.7848358e-01 ...  5.9804740e+00
   2.4484086e+00  1.7611175e+00]
 [ 5.9643745e-01 -3.4068680e-01  1.5659142e+00 ... -1.6251554e+00
  -3.3878031e+00 -2.2302999e+00]
 [ 1.3206482e-02  2.9158783e-01 -1.1957703e+00 ... -4.3323517e-01
   3.2091522e-01  1.6536331e+00]]",Brass/Horn/ordinario/Hn-ord-D#2-pp-N-R100u.wav,D#2,D#,2
114,"[[-6.4095795e+02 -6.6715454e+02 -6.8640192e+02 ... -6.8461981e+02
  -6.6212476e+02 -6.4054889e+02]
 [ 1.9452948e+02  1.8897128e+02  1.8345050e+02 ...  1.9770229e+02
   2.1733575e+02  2.2085870e+02]
 [ 3.3547688e+01  4.4426033e+01  5.4087406e+01 ...  5.9459049e+01
   5.7440945e+01  5.4675480e+01]
 ...
 [-1.9402027e-01 -4.7763586e-01  5.0278902e-01 ... -3.7149146e+00
  -3.6909082e+00 -6.2476587e-01]
 [ 4.9021912e-01 -8.8333130e-01  1.8638611e+00 ... -9.2893791e+00
  -1.7100601e+00 -5.4292297e-01]
 [ 2.2392807e+00  1.7681198e+00  1.8947983e+00 ... -6.3538055e+00
   2.7462769e-01  1.3067017e+00]]",Brass/Horn/ordinario/Hn-ord-E2-pp-N-N.wav,E2,E,2
115,"[[-6.0245270e+02 -6.4721808e+02 -7.4410748e+02 ... -6.7045984e+02
  -6.5362897e+02 -6.4292780e+02]
 [ 1.8465369e+02  1.8032793e+02  1.6803090e+02 ...  2.0310130e+02
   2.2325403e+02  2.3602252e+02]
 [ 1.1251767e+01  1.9641899e+01  6.9959702e+01 ...  5.2382107e+01
   5.7244102e+01  6.1341576e+01]
 ...
 [ 3.0947256e+00  2.4052877e+00  1.1503453e+00 ... -3.5753474e+00
  -1.5530481e+00 -1.4567614e+00]
 [-2.1166849e+00 -9.0548229e-01 -1.4957771e+00 ... -1.0579758e+00
  -3.9259338e-01 -1.1511154e+00]
 [-1.1088562e+00 -1.4600372e+00 -1.6186676e+00 ... -4.7416687e-01
  -4.3603287e+00 -5.2428360e+00]]",Brass/Horn/ordinario/Hn-ord-F2-pp-N-N.wav,F2,F,2
116,"[[-6.3911621e+02 -6.6129993e+02 -6.8024493e+02 ... -6.5798145e+02
  -6.2815424e+02 -6.1367151e+02]
 [ 1.7573071e+02  1.8241562e+02  1.9825566e+02 ...  2.1074664e+02
   2.3454037e+02  2.4671490e+02]
 [ 7.7361671e+01  7.0714798e+01  6.4215652e+01 ...  6.7788574e+01
   7.0218277e+01  6.5205284e+01]
 ...
 [-3.4746027e-01 -2.2128878e+00 -1.4261622e+00 ... -1.5595608e+00
   2.4600692e+00  2.5165591e+00]
 [-7.7603912e-01 -1.9283371e+00 -4.4533730e-01 ... -5.6832695e+00
  -2.9250221e+00 -3.2610626e+00]
 [ 1.7561722e+00  2.1936722e+00  1.3800049e-01 ... -2.1427994e+00
  -2.6617432e-01 -1.7075958e+00]]",Brass/Horn/ordinario/Hn-ord-F#2-pp-N-N.wav,F#2,F#,2
117,"[[-6.4379529e+02 -6.7134692e+02 -7.0096265e+02 ... -6.7429633e+02
  -6.4624268e+02 -6.2833417e+02]
 [ 1.9430511e+02  1.8578847e+02  1.8847745e+02 ...  1.8874176e+02
   2.1781830e+02  2.2862633e+02]
 [ 3.6860275e+01  4.7803669e+01  5.9529549e+01 ...  5.2995743e+01
   6.6900238e+01  7.1931931e+01]
 ...
 [-1.3622398e+00 -2.0242028e+00  9.3091226e-01 ... -1.3309093e+00
  -1.4251350e+00 -1.2755616e+00]
 [-7.4503517e-01  2.1184959e+00  1.4058933e+00 ...  4.5664577e+00
   5.3679218e+00  2.8561287e+00]
 [ 9.6993256e-01 -6.6992188e-01 -2.1591492e+00 ... -2.5650101e+00
  -2.0110245e+00 -1.0430756e+00]]",Brass/Horn/ordinario/Hn-ord-G2-pp-N-N.wav,G2,G,2
118,"[[-5.9234546e+02 -6.2575397e+02 -6.7940009e+02 ... -6.5190350e+02
  -6.2228357e+02 -6.0075787e+02]
 [ 1.7561937e+02  1.8252686e+02  1.9697141e+02 ...  1.9555333e+02
   2.1866502e+02  2.2828300e+02]
 [ 2.0313461e+01  3.1992416e+01  6.0655495e+01 ...  4.6671799e+01
   4.5131897e+01  4.1875046e+01]
 ...
 [-1.4306860e+00 -7.9447031e-01 -6.4022875e-01 ...  1.0814800e+00
  -1.3910894e+00 -4.5311642e-01]
 [ 6.1242390e-01 -3.1676483e-01 -1.4257431e-02 ...  1.8736324e+00
   1.3915157e+00  1.6495266e+00]
 [-1.6045837e+00 -1.3186340e+00 -1.4882660e-01 ...  2.8103638e-01
   1.5170135e+00  4.3401489e+00]]",Brass/Horn/ordinario/Hn-ord-G#2-pp-N-N.wav,G#2,G#,2
119,"[[-5.85802307e+02 -6.18728638e+02 -6.70231934e+02 ... -6.51805542e+02
  -6.18193420e+02 -6.01118469e+02]
 [ 1.72746094e+02  1.82182037e+02  1.98788330e+02 ...  1.82843948e+02
   2.14102142e+02  2.33380798e+02]
 [ 1.28421469e+01  2.60680771e+01  5.13097458e+01 ...  3.70777512e+01
   4.08122787e+01  4.11406403e+01]
 ...
 [ 1.28038502e+00 -6.78606033e-02 -6.17321968e-01 ... -5.42993546e-02
  -9.07614708e-01 -6.36619568e-01]
 [ 1.51485443e-01  9.75214958e-01  3.93295288e-02 ...  2.06002998e+00
   1.08148575e-01 -6.56499863e-01]
 [-1.21330261e-01  4.54399109e-01  2.49076080e+00 ... -2.85812378e+00
  -1.13025665e+00 -3.44696045e-01]]",Brass/Horn/ordinario/Hn-ord-A2-pp-N-R100u.wav,A2,A,2
120,"[[-6.52476624e+02 -6.66004822e+02 -6.94951233e+02 ... -6.88385620e+02
  -6.60212402e+02 -6.43137146e+02]
 [ 1.09712219e+02  1.11079926e+02  1.26470001e+02 ...  1.73497101e+02
   2.02679382e+02  2.17082565e+02]
 [ 4.76827774e+01  4.27076683e+01  4.85698700e+01 ...  6.20347824e+01
   7.57830353e+01  8.03242645e+01]
 ...
 [-1.66468215e+00  2.86759377e-01  2.68976307e+00 ...  4.62601185e-01
  -1.50587273e+00 -4.08259583e+00]
 [ 3.71424294e+00  1.28210068e+00 -8.07155609e-01 ... -7.16897964e-01
  -1.58885193e+00 -1.71777725e+00]
 [-1.47090912e-01  1.51729584e-01 -2.87815094e-01 ... -1.32049561e+00
  -1.53511047e-01  8.09265137e-01]]",Brass/Horn/ordinario/Hn-ord-A#2-pp-N-R100d.wav,A#2,A#,2
121,"[[-6.49253418e+02 -6.63089111e+02 -6.95532776e+02 ... -6.86885681e+02
  -6.66006226e+02 -6.54316162e+02]
 [ 1.11666016e+02  1.13553253e+02  1.31964050e+02 ...  1.69962051e+02
   2.08166595e+02  2.28490753e+02]
 [ 4.37340698e+01  4.00069427e+01  4.55810242e+01 ...  5.77644768e+01
   9.06755447e+01  9.97226639e+01]
 ...
 [ 4.79072523e+00  8.73998165e-01 -2.86169243e+00 ... -1.11033893e+00
   2.75212955e+00 -1.82435513e-01]
 [-2.55239105e+00 -1.90393448e+00 -2.55483055e+00 ... -3.27047729e+00
  -2.92633820e+00 -1.65002441e+00]
 [-1.56308365e+00 -1.63740540e+00 -1.79518127e+00 ... -3.20140076e+00
  -3.73329163e-01  1.34886932e+00]]",Brass/Horn/ordinario/Hn-ord-B2-pp-N-N.wav,B2,B,2
122,"[[-6.09647827e+02 -6.39508850e+02 -7.15897888e+02 ... -6.33725769e+02
  -5.97377197e+02 -5.74950439e+02]
 [ 1.34624939e+02  1.28151016e+02  1.12913681e+02 ...  1.64705811e+02
   2.05034546e+02  2.14985199e+02]
 [ 3.39136734e+01  3.30586815e+01  3.43130989e+01 ...  2.17489510e+01
   4.89010391e+01  5.76749573e+01]
 ...
 [ 5.55264235e-01  1.12234116e-01  2.03189373e+00 ... -5.22515583e+00
  -1.59773254e+00  1.14334249e+00]
 [ 9.22132492e-01 -8.00621033e-01 -2.27798843e+00 ...  2.26571178e+00
   2.38947296e+00  2.39405251e+00]
 [ 1.82910156e+00  1.50350952e+00 -2.75913239e-01 ... -6.22627258e-01
  -1.22875214e+00 -7.12028503e-01]]",Brass/Horn/ordinario/Hn-ord-C3-pp-N-N.wav,C3,C,3
123,"[[-6.1092206e+02 -5.9443176e+02 -5.8938464e+02 ... -6.5833081e+02
  -6.2234015e+02 -6.0410529e+02]
 [ 1.6390231e+02  1.8395853e+02  1.9366212e+02 ...  1.5978452e+02
   1.9939999e+02  2.1188614e+02]
 [ 5.8007645e+01  4.4567680e+01  3.7717316e+01 ...  2.7070852e+01
   4.7364666e+01  6.0007294e+01]
 ...
 [ 1.8052421e+00 -4.5662165e-02  2.7090311e-04 ...  3.8271661e+00
   1.6647117e+00 -1.0263842e-01]
 [ 3.1583786e-02 -1.3628006e-02  4.6746445e-01 ... -7.2037697e-01
  -2.1139450e+00 -2.9912205e+00]
 [-2.7592239e+00 -1.0826035e+00 -7.0823669e-01 ...  1.9506149e+00
   7.0584869e-01  2.8899078e+00]]",Brass/Horn/ordinario/Hn-ord-C#3-pp-N-N.wav,C#3,C#,3
124,"[[-6.1423602e+02 -6.2326654e+02 -6.5301105e+02 ... -6.7720111e+02
  -6.3819226e+02 -6.1749023e+02]
 [ 1.2325346e+02  1.3139580e+02  1.6167667e+02 ...  1.6595560e+02
   2.0161383e+02  2.1611072e+02]
 [ 6.7979568e+01  6.3994240e+01  6.0696190e+01 ...  3.5232048e+01
   6.1451717e+01  6.5233551e+01]
 ...
 [-9.1362381e-01  7.6244640e-01  2.0894384e-01 ... -2.0575929e-01
  -1.8380585e+00 -6.8817902e-01]
 [ 1.7170677e+00  1.6394119e+00  4.2166901e-01 ...  2.3453617e+00
   1.8444061e+00  2.2862015e+00]
 [ 3.5907288e+00  2.0097961e+00 -6.6526031e-01 ... -1.1127548e+00
  -1.1602020e+00  3.0113983e-01]]",Brass/Horn/ordinario/Hn-ord-D3-pp-N-N.wav,D3,D,3
125,"[[-6.0925745e+02 -5.9792657e+02 -5.9791266e+02 ... -6.5758197e+02
  -6.2962396e+02 -6.1329706e+02]
 [ 1.4334457e+02  1.7804181e+02  2.0248685e+02 ...  1.5357303e+02
   1.8863412e+02  2.0754761e+02]
 [ 5.0363052e+01  5.2179470e+01  3.7554451e+01 ...  3.2158760e+01
   5.4703911e+01  6.2263882e+01]
 ...
 [ 1.3945866e+00  8.2112670e-01  1.2927504e+00 ... -2.7220178e-01
   1.3993459e+00  8.0628014e-01]
 [-1.5357132e+00  1.2173424e+00  1.5363026e+00 ... -3.1408777e+00
  -1.9483967e+00 -9.6769714e-01]
 [ 2.1606445e+00  1.7432785e+00  1.1884308e+00 ... -2.8965149e+00
  -1.4083786e+00  5.9432983e-03]]",Brass/Horn/ordinario/Hn-ord-D#3-pp-N-N.wav,D#3,D#,3
126,"[[-6.54362854e+02 -6.65607056e+02 -7.00618347e+02 ... -6.48612732e+02
  -5.47884644e+02 -4.92190857e+02]
 [ 1.28393494e+02  1.31925934e+02  1.55206879e+02 ...  1.41305786e+02
   1.80654846e+02  1.82029465e+02]
 [ 4.32529449e+01  4.87961235e+01  5.07625046e+01 ...  3.59187164e+01
   2.01599579e+01  1.06288395e+01]
 ...
 [ 2.00928402e+00 -6.85540795e-01 -2.00839043e-02 ... -4.25146294e+00
   1.21687794e+00  9.02837753e-01]
 [ 5.51398468e+00  2.28646851e+00 -4.03509140e-01 ... -2.22566032e+00
  -9.90886688e-01 -1.18788195e+00]
 [-2.66835785e+00 -1.44721222e+00  7.77641296e-01 ...  3.00919342e+00
  -5.36537170e-01  3.73245239e-01]]",Brass/Horn/ordinario/Hn-ord-E3-pp-N-N.wav,E3,E,3
127,"[[-6.60834290e+02 -6.83457886e+02 -7.26973450e+02 ... -6.36594727e+02
  -5.83615173e+02 -5.58834106e+02]
 [ 1.17807129e+02  1.24044846e+02  1.41564117e+02 ...  1.37099854e+02
   1.94613846e+02  2.15451141e+02]
 [ 5.71217537e+01  5.68651009e+01  4.69069901e+01 ...  2.90150681e+01
   4.90025940e+01  5.36964111e+01]
 ...
 [ 2.79678035e+00  2.18911743e+00  9.36622381e-01 ... -3.43246031e+00
  -1.84406853e+00 -2.57477736e+00]
 [-7.26303101e-01 -5.93307495e-01 -3.02653122e+00 ...  6.51582718e-01
   1.37882614e+00 -4.14041519e-01]
 [ 4.42763519e+00  1.90927887e+00 -7.43904114e-01 ... -4.35970306e+00
  -2.78234863e+00 -2.73552704e+00]]",Brass/Horn/ordinario/Hn-ord-F3-pp-N-N.wav,F3,F,3
128,"[[-6.4068787e+02 -6.5056268e+02 -6.6637219e+02 ... -6.5693225e+02
  -5.4294128e+02 -4.8298941e+02]
 [ 1.5660797e+02  1.6940927e+02  1.8537366e+02 ...  1.5941130e+02
   1.9288782e+02  1.8909639e+02]
 [ 5.1467575e+01  4.6139217e+01  3.4773842e+01 ...  2.9989037e+01
   2.8310190e+01  2.5586847e+01]
 ...
 [ 4.7364950e-01  1.8772421e+00  1.4069824e+00 ... -7.0579720e-01
   2.8758931e+00  1.7623792e+00]
 [-7.2773933e-01  7.7551270e-01 -7.7504921e-01 ... -3.7977304e+00
  -1.6768150e+00 -1.0883884e+00]
 [ 2.2139740e-01  3.4931183e-01 -1.5837097e-01 ...  3.0712280e+00
   1.1593704e+00  4.5404053e-01]]",Brass/Horn/ordinario/Hn-ord-F#3-pp-N-N.wav,F#3,F#,3
129,"[[-6.4737939e+02 -6.5004041e+02 -6.7301813e+02 ... -6.9358826e+02
  -6.4024481e+02 -5.9696692e+02]
 [ 1.5183200e+02  1.6586789e+02  1.7994208e+02 ...  1.4557034e+02
   1.7194232e+02  1.8122470e+02]
 [ 7.5301933e+01  6.2589020e+01  4.2687927e+01 ...  3.0883938e+01
   3.3231178e+01  2.3808443e+01]
 ...
 [ 9.7582078e-01  1.5349054e-01 -6.2948227e-02 ...  4.5950570e+00
   1.8843682e+00  4.2001200e-01]
 [-3.0723572e-01  7.1663857e-01 -1.4612198e+00 ...  4.2428474e+00
   4.3316593e+00  2.0773373e+00]
 [ 2.9963455e+00  1.2752762e+00 -2.9701996e+00 ...  9.8259735e-01
  -1.4051895e+00 -5.1641083e-01]]",Brass/Horn/ordinario/Hn-ord-G3-pp-N-N.wav,G3,G,3
130,"[[-5.5490771e+02 -5.5569012e+02 -5.9543372e+02 ... -6.6456262e+02
  -6.1734644e+02 -5.9594489e+02]
 [ 1.3121082e+02  1.5902670e+02  1.8266724e+02 ...  1.4337747e+02
   1.9520485e+02  2.1895209e+02]
 [ 5.2013412e+01  4.2731339e+01  2.2654476e+01 ...  2.7329082e+01
   5.3937050e+01  6.3282364e+01]
 ...
 [ 1.2629548e+00 -3.2739830e-01 -4.4530296e-01 ... -4.2900467e-01
  -3.3715010e-02 -1.7845767e+00]
 [ 1.2917957e+00 -4.2783546e-01 -7.9714680e-01 ... -3.5915785e+00
  -1.5027370e+00 -6.2064743e-01]
 [ 5.4471092e+00  3.5425339e+00  1.9607544e+00 ...  1.1519547e+00
   1.5202484e+00  1.7872162e+00]]",Brass/Horn/ordinario/Hn-ord-G#3-pp-N-N.wav,G#3,G#,3
131,"[[-6.2798877e+02 -6.2137146e+02 -6.3959552e+02 ... -6.7175031e+02
  -6.0432343e+02 -5.5759601e+02]
 [ 1.2670282e+02  1.5234262e+02  1.7816592e+02 ...  1.4523802e+02
   1.9769989e+02  2.0953949e+02]
 [ 6.5155289e+01  4.6258492e+01  2.7769596e+01 ...  2.8058922e+01
   3.7427074e+01  3.3364105e+01]
 ...
 [ 4.1602874e-01 -3.0513668e-01  2.4777555e+00 ...  2.9144077e+00
   2.0981445e+00  1.4776838e+00]
 [ 1.3772621e+00  3.4394264e-01  7.0932007e-01 ...  1.0518875e+00
   2.3982811e+00  2.2339678e+00]
 [-2.2382774e+00 -5.5337524e-01  1.3023987e+00 ... -5.6216431e-01
  -4.5181274e-01 -2.0100327e+00]]",Brass/Horn/ordinario/Hn-ord-A3-pp-N-N.wav,A3,A,3
132,"[[-5.7447797e+02 -5.9128729e+02 -6.2924915e+02 ... -6.5339313e+02
  -5.7387085e+02 -5.2707318e+02]
 [ 1.6686279e+02  1.7804904e+02  1.8271292e+02 ...  1.5714029e+02
   2.0060001e+02  2.0587784e+02]
 [ 3.4000137e+01  2.2162254e+01  7.2048159e+00 ...  1.3208237e+01
   3.5512680e+01  3.6555069e+01]
 ...
 [ 1.1262403e+00  3.8446074e+00  2.0450325e+00 ... -6.1022110e+00
  -1.6559134e+00  9.5797443e-01]
 [ 3.0660725e+00  3.6021204e+00  2.0395780e-01 ... -2.6872282e+00
  -1.2193527e+00 -9.4685936e-01]
 [ 2.7398758e+00  1.1616440e+00  2.5152588e-01 ... -3.3141098e+00
  -3.6548233e+00 -2.9520187e+00]]",Brass/Horn/ordinario/Hn-ord-A#3-pp-N-N.wav,A#3,A#,3
133,"[[-5.7306360e+02 -5.6018939e+02 -5.5444916e+02 ... -6.4649695e+02
  -5.7034430e+02 -5.3432513e+02]
 [ 1.6058194e+02  1.6636923e+02  1.6096152e+02 ...  1.3384729e+02
   1.9850099e+02  2.1144351e+02]
 [ 2.3634007e+01  1.2285773e+01 -3.8164252e-01 ...  1.1973510e+01
   5.2422462e+01  5.7162811e+01]
 ...
 [-1.2674589e+00  2.4568462e-01  2.4580231e+00 ...  9.7740555e-01
   1.1794447e+00  2.2013707e+00]
 [-2.7725582e+00 -2.5206976e+00 -7.3828381e-01 ... -2.6192713e+00
   1.2139950e+00  2.8687878e+00]
 [-1.2718201e-01 -7.2137451e-01 -1.5325241e+00 ... -2.3960876e-01
  -1.1715698e-01  1.1868820e+00]]",Brass/Horn/ordinario/Hn-ord-B3-pp-N-N.wav,B3,B,3
134,"[[-5.6438037e+02 -5.6308075e+02 -5.7485858e+02 ... -6.3321313e+02
  -5.9259283e+02 -5.5153113e+02]
 [ 1.7870444e+02  1.7983501e+02  1.6426114e+02 ...  1.3945692e+02
   1.4984152e+02  1.4880273e+02]
 [ 3.5022896e+01  2.0620182e+01  4.8630009e+00 ...  8.0024080e+00
   6.0779052e+00  1.0841806e+01]
 ...
 [ 4.2109785e+00  3.0665312e+00  1.0137262e+00 ... -7.7148819e-01
  -9.7963428e-01 -2.9191885e+00]
 [-4.0636253e-01  1.8316832e+00  7.5789475e-01 ...  4.1944866e+00
   3.5146594e+00  5.3603697e-01]
 [-5.6328583e-01 -9.7247314e-01 -6.4028168e-01 ... -7.6240540e-01
  -3.1523056e+00 -3.6182785e+00]]",Brass/Horn/ordinario/Hn-ord-C4-pp-N-N.wav,C4,C,4
